"Employee_ID";"Org_Name";"Country";"Org_Level";"Start_Date";"End_Date";"Org_Ref_ID"
120121,00;"Irenie Elvish";"AU";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;12030110,00
120122,00;"Christina Ngan";"AU";1,00;1/7/1974 00:00:00;31/12/9999 00:00:00;12030110,00
120123,00;"Kimiko Hotstone";"AU";1,00;1/10/1981 00:00:00;31/1/2001 00:00:00;12030110,00
120124,00;"Lucian Daymond";"AU";1,00;1/3/1975 00:00:00;31/12/9999 00:00:00;12030110,00
120125,00;"Fong Hofmeister";"AU";1,00;1/3/1975 00:00:00;31/7/2000 00:00:00;12030114,00
120126,00;"Satyakam Denny";"AU";1,00;1/8/2002 00:00:00;31/12/9999 00:00:00;12030114,00
120127,00;"Sharryn Clarkson";"AU";1,00;1/11/1994 00:00:00;31/12/9999 00:00:00;12030104,00
120128,00;"Monica Kletschkus";"AU";1,00;1/11/2002 00:00:00;31/12/9999 00:00:00;12030104,00
120129,00;"Alvin Roebuck";"AU";1,00;1/10/1981 00:00:00;31/3/1999 00:00:00;12030104,00
120130,00;"Kevin Lyon";"AU";1,00;1/5/2002 00:00:00;31/12/9999 00:00:00;12030104,00
120131,00;"Marinus Surawski";"AU";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;12030102,00
120132,00;"Fancine Kaiser";"AU";1,00;1/10/1974 00:00:00;31/12/9999 00:00:00;12030102,00
120133,00;"Petrea Soltau";"AU";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;12030102,00
120134,00;"Sian Shannan";"AU";1,00;1/1/1970 00:00:00;30/6/2002 00:00:00;12030102,00
120135,00;"Alexei Platts";"AU";1,00;1/10/1993 00:00:00;30/4/2000 00:00:00;12030107,00
120136,00;"Atul Leyden";"AU";1,00;1/2/1999 00:00:00;31/12/9999 00:00:00;12030107,00
120137,00;"Marina Iyengar";"AU";1,00;1/3/2002 00:00:00;31/12/9999 00:00:00;12030106,00
120138,00;"Shani Duckett";"AU";1,00;1/7/2002 00:00:00;31/12/9999 00:00:00;12030106,00
120139,00;"Fang Wilson";"AU";1,00;1/9/2002 00:00:00;31/12/9999 00:00:00;12030106,00
120140,00;"Michael Minas";"AU";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;12030109,00
120141,00;"Amanda Liebman";"AU";1,00;1/5/2002 00:00:00;31/12/9999 00:00:00;12030109,00
120142,00;"Vincent Eastley";"AU";1,00;1/7/2002 00:00:00;31/12/9999 00:00:00;12030109,00
120143,00;"Phu Sloey";"AU";1,00;1/10/1978 00:00:00;31/12/9999 00:00:00;12030109,00
120144,00;"Viney Barbis";"AU";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;12030109,00
120145,00;"Sandy Aisbitt";"AU";1,00;1/6/1981 00:00:00;31/12/9999 00:00:00;12030109,00
120146,00;"Wendall Cederlund";"AU";1,00;1/8/1976 00:00:00;30/9/2001 00:00:00;12030109,00
120147,00;"Skev Rusli";"AU";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;12030109,00
120148,00;"Michael Zubak";"AU";1,00;1/6/1974 00:00:00;31/12/9999 00:00:00;12030109,00
120149,00;"Judy Chantharasy";"AU";1,00;1/1/1989 00:00:00;31/12/9999 00:00:00;12030109,00
120150,00;"John Filo";"AU";1,00;1/8/1978 00:00:00;30/4/2000 00:00:00;12030109,00
120151,00;"Julianna Phaiyakounh";"AU";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;12030109,00
120152,00;"Sean Dives";"AU";1,00;1/4/2001 00:00:00;31/12/9999 00:00:00;12030108,00
120153,00;"Samantha Waal";"AU";1,00;1/1/1994 00:00:00;31/1/2002 00:00:00;12030108,00
120154,00;"Caterina Hayawardhana";"AU";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;12030108,00
120155,00;"Narelle James";"AU";1,00;1/4/2002 00:00:00;31/12/9999 00:00:00;12030108,00
120156,00;"Gerry Snellings";"AU";1,00;1/3/2002 00:00:00;31/12/9999 00:00:00;12030108,00
120157,00;"Leonid Karavdic";"AU";1,00;1/12/2002 00:00:00;31/12/9999 00:00:00;12030108,00
120158,00;"Daniel Pilgrim";"AU";1,00;1/7/1983 00:00:00;31/8/2001 00:00:00;12030108,00
120159,00;"Lynelle Phoumirath";"AU";1,00;1/7/1982 00:00:00;31/12/9999 00:00:00;12030108,00
120160,00;"Chuck Segrave";"AU";1,00;1/10/1970 00:00:00;31/12/9999 00:00:00;12030108,00
120161,00;"Rosette Martines";"AU";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;12030111,00
120162,00;"Randal Scordia";"AU";1,00;1/2/2002 00:00:00;31/12/9999 00:00:00;12030111,00
120163,00;"Brett Magrath";"AU";1,00;1/1/1987 00:00:00;31/12/9999 00:00:00;12030111,00
120164,00;"Ranj Stamalis";"AU";1,00;1/2/1978 00:00:00;31/12/9999 00:00:00;12030111,00
120165,00;"Tadashi Pretorius";"AU";1,00;1/3/2002 00:00:00;31/12/9999 00:00:00;12030111,00
120166,00;"Fadi Nowd";"AU";1,00;1/1/1970 00:00:00;31/8/2002 00:00:00;12030111,00
120167,00;"Kimiko Tilley";"AU";1,00;1/2/1970 00:00:00;31/3/2002 00:00:00;12030111,00
120168,00;"Selina Barcoe";"AU";1,00;1/11/2002 00:00:00;31/12/9999 00:00:00;12030101,00
120169,00;"Cos Tannous";"AU";1,00;1/5/2002 00:00:00;31/12/9999 00:00:00;12030101,00
120170,00;"Alban Kingston";"AU";1,00;1/10/1988 00:00:00;31/10/2002 00:00:00;12030101,00
120171,00;"Alena Moody";"AU";1,00;1/9/2002 00:00:00;31/12/9999 00:00:00;12030101,00
120172,00;"Edwin Comber";"AU";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;12030101,00
120173,00;"Hernani Osborn";"AU";1,00;1/6/1973 00:00:00;31/7/2000 00:00:00;12030101,00
120174,00;"Doungkamol Simms";"AU";1,00;1/1/1970 00:00:00;30/10/2001 00:00:00;12030101,00
120175,00;"Andrew Conolly";"AU";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;12030101,00
120176,00;"Koavea Pa)";"AU";1,00;1/11/2002 00:00:00;31/12/9999 00:00:00;12030105,00
120177,00;"Franca Kierce";"AU";1,00;1/2/1994 00:00:00;31/12/9999 00:00:00;12030105,00
120178,00;"Billy Plested";"AU";1,00;1/4/1970 00:00:00;31/12/9999 00:00:00;12030105,00
120179,00;"Matsuoka Wills";"AU";1,00;1/1/2000 00:00:00;31/8/2000 00:00:00;12030105,00
120180,00;"Vino George";"AU";1,00;1/12/1974 00:00:00;31/12/9999 00:00:00;12030105,00
120181,00;"Lorian Cantatore";"AU";1,00;1/12/2002 00:00:00;31/3/2003 00:00:00;12030112,00
120182,00;"Geok-Seng Barreto";"AU";1,00;1/12/2002 00:00:00;31/12/2002 00:00:00;12030112,00
120183,00;"Brig Blanton";"AU";1,00;1/12/2002 00:00:00;31/12/2002 00:00:00;12030112,00
120184,00;"Ari Moore";"AU";1,00;1/12/2002 00:00:00;30/4/2003 00:00:00;12030112,00
120185,00;"Sharon Bahlman";"AU";1,00;1/12/2002 00:00:00;31/1/2003 00:00:00;12030112,00
120186,00;"Merryn Quinby";"AU";1,00;1/12/2002 00:00:00;30/6/2003 00:00:00;12030112,00
120187,00;"Reyne Catenacci";"AU";1,00;1/12/2002 00:00:00;31/5/2003 00:00:00;12030112,00
120188,00;"Shanmuganathan Baran";"AU";1,00;1/12/2002 00:00:00;31/12/2002 00:00:00;12030112,00
120189,00;"Mihailo Lachlan";"AU";1,00;1/12/2002 00:00:00;31/3/2003 00:00:00;12030112,00
120190,00;"Ivor Czernezkyi";"AU";1,00;1/11/2000 00:00:00;30/4/2001 00:00:00;12030113,00
120191,00;"Jannene Graham-Rowe";"AU";1,00;1/1/1999 00:00:00;30/6/1999 00:00:00;12030113,00
120192,00;"Anthony Nichollas";"AU";1,00;1/6/2001 00:00:00;30/11/2001 00:00:00;12030113,00
120193,00;"Russell Streit";"AU";1,00;1/9/2001 00:00:00;28/2/2002 00:00:00;12030113,00
120194,00;"Reece Harwood";"AU";1,00;1/2/2001 00:00:00;31/7/2001 00:00:00;12030113,00
120195,00;"Jina Fiocca";"AU";1,00;1/7/2002 00:00:00;31/12/2002 00:00:00;12030113,00
120196,00;"Merle Hieds";"AU";1,00;1/1/1999 00:00:00;30/6/1999 00:00:00;12030113,00
120197,00;"Kerrin Dillin";"AU";1,00;1/1/1999 00:00:00;30/6/1999 00:00:00;12030113,00
120198,00;"Meera Body";"AU";1,00;1/12/2002 00:00:00;31/12/9999 00:00:00;12030103,00
120199,00;"Sandra Van Dorst";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13010101,00
120200,00;"Eddy Alvaro";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13010101,00
120201,00;"Jean-Pierre Lemahieu";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13010102,00
120202,00;"Marie-Hélène Verboomen";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13010201,00
120203,00;"Blanche Molenaar";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13010201,00
120204,00;"Joel Geers";"BE";1,00;1/11/2002 00:00:00;31/12/9999 00:00:00;13010301,00
120205,00;"Kas Jagannathan";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13010301,00
120206,00;"Rein Claerbout";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13010301,00
120207,00;"Jacky Rahier";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13010401,00
120208,00;"Gilbert Croufer";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13010401,00
120209,00;"Elfriede Depienne";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13010401,00
120210,00;"Nelly Baes";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13020101,00
120211,00;"Johan Sarrand";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13020102,00
120212,00;"Judd Masson";"BE";1,00;1/1/1999 00:00:00;31/8/2002 00:00:00;13030111,00
120213,00;"Adrian de Pelsemaecker";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030111,00
120214,00;"Anne-Mie Nelles";"BE";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;13030111,00
120215,00;"Anne-Laure Arnotte";"BE";1,00;1/1/1999 00:00:00;30/11/2002 00:00:00;13030104,00
120216,00;"Justo Fabry";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030104,00
120217,00;"Raffaele Staessen";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030104,00
120218,00;"Martine Steverlinck";"BE";1,00;1/4/2002 00:00:00;31/12/9999 00:00:00;13030105,00
120219,00;"Karel de Streel";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030105,00
120220,00;"Mark Henri Van Grimbergen";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030102,00
120221,00;"Denise Deguent";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030102,00
120222,00;"Olivier Bolsens";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030102,00
120223,00;"Vincent Dumalin";"BE";1,00;1/5/2002 00:00:00;31/12/9999 00:00:00;13030102,00
120224,00;"Elsy Ernoux";"BE";1,00;1/1/1999 00:00:00;30/4/2000 00:00:00;13030102,00
120225,00;"Maddy Chardome";"BE";1,00;1/1/2003 00:00:00;31/12/9999 00:00:00;13030102,00
120226,00;"Wambuna Menten";"BE";1,00;1/11/2002 00:00:00;31/12/9999 00:00:00;13030108,00
120227,00;"Marie Pascale Baffioni";"BE";1,00;1/2/2002 00:00:00;31/12/9999 00:00:00;13030107,00
120228,00;"Rigo Dossantos";"BE";1,00;1/1/1999 00:00:00;30/4/2000 00:00:00;13030107,00
120229,00;"Jean-Pierre Allouche";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030110,00
120230,00;"Rufijn Valvekens";"BE";1,00;1/1/1999 00:00:00;31/12/2000 00:00:00;13030110,00
120231,00;"Luk de Muylder";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030110,00
120232,00;"Elly Bullen";"BE";1,00;1/1/1999 00:00:00;31/7/2001 00:00:00;13030110,00
120233,00;"Els Van Der Hulst";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030110,00
120234,00;"Candice Famaey";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030110,00
120235,00;"Claude Temara";"BE";1,00;1/11/2002 00:00:00;31/12/9999 00:00:00;13030110,00
120236,00;"Chrystelle Vandenbosch";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030109,00
120237,00;"Sheila Geyssens";"BE";1,00;1/11/2002 00:00:00;31/12/9999 00:00:00;13030109,00
120238,00;"André Biermans";"BE";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;13030109,00
120239,00;"Michel Van de Broeck";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030112,00
120240,00;"Cathy Hurchon";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030112,00
120241,00;"Rigo Ramakers";"BE";1,00;1/1/1999 00:00:00;30/4/2000 00:00:00;13030112,00
120242,00;"Edwin Houba";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030112,00
120243,00;"Jari Stokowski";"BE";1,00;1/1/1999 00:00:00;30/6/1999 00:00:00;13030112,00
120244,00;"Jan Van Caillie";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030101,00
120245,00;"Hilde de Potter";"BE";1,00;1/3/2002 00:00:00;31/12/9999 00:00:00;13030101,00
120246,00;"Mrc Lemaître";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030101,00
120247,00;"Jean-Marc Shannon";"BE";1,00;1/6/2002 00:00:00;31/12/9999 00:00:00;13030101,00
120248,00;"François Stas de Richelle";"BE";1,00;1/1/1999 00:00:00;30/9/2001 00:00:00;13030106,00
120249,00;"William Looze";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030106,00
120250,00;"Madeleine Rajkowski";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030106,00
120251,00;"Fr. Rochtus";"BE";1,00;1/12/2002 00:00:00;31/5/2003 00:00:00;13030113,00
120252,00;"Jean-Do Lenaers";"BE";1,00;1/12/2002 00:00:00;28/2/2003 00:00:00;13030113,00
120253,00;"Harry Demaeghdt";"BE";1,00;1/12/2002 00:00:00;31/3/2003 00:00:00;13030113,00
120254,00;"Linda Cheruy";"BE";1,00;1/12/2002 00:00:00;31/5/2003 00:00:00;13030113,00
120255,00;"Gaétane Hubrecht";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13030103,00
120256,00;"Remi Vermaillen";"BE";1,00;1/1/1999 00:00:00;30/9/2001 00:00:00;13030103,00
120257,00;"Pascal Hast";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13040101,00
120258,00;"Kenneth Van Heembeek";"BE";1,00;1/1/1999 00:00:00;31/12/9999 00:00:00;13040101,00
120259,00;"Anthony Miller";"US";1,00;1/9/1985 00:00:00;31/12/9999 00:00:00;14040101,00
120260,00;"Christine Fletcher";"US";1,00;1/11/1980 00:00:00;31/12/9999 00:00:00;14040101,00
120261,00;"Harry Highpoint";"US";1,00;1/8/1983 00:00:00;31/12/9999 00:00:00;14040101,00
120262,00;"Max Crown";"US";1,00;1/9/1984 00:00:00;31/12/9999 00:00:00;14040101,00
120263,00;"Bobby Cleverley";"US";1,00;1/10/1979 00:00:00;31/12/1999 00:00:00;14010101,00
120264,00;"Latonya Croome";"US";1,00;1/12/2002 00:00:00;31/12/9999 00:00:00;14010101,00
120265,00;"Wanda Branly";"US";1,00;1/1/1970 00:00:00;31/12/1998 00:00:00;14010101,00
120266,00;"Bao Krafve";"US";1,00;1/4/1985 00:00:00;31/12/9999 00:00:00;14020101,00
120267,00;"Belanda Rink";"US";1,00;1/2/1999 00:00:00;31/12/9999 00:00:00;14020101,00
120268,00;"Jacques Villeneuve";"US";1,00;1/5/1993 00:00:00;31/12/9999 00:00:00;14030101,00
120269,00;"Shrimatee Kagolanu";"US";1,00;1/1/1970 00:00:00;30/4/2000 00:00:00;14030101,00
120270,00;"Grezegorz Nuss";"US";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;15010101,00
120271,00;"Kenisha Winge";"US";1,00;1/9/1982 00:00:00;31/12/9999 00:00:00;15010101,00
120272,00;"Febin Flow";"US";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;15010102,00
120273,00;"Doris Antonini";"US";1,00;1/3/2002 00:00:00;31/12/9999 00:00:00;15010102,00
120274,00;"Angela Landry";"US";1,00;1/12/1989 00:00:00;31/12/9999 00:00:00;15010102,00
120275,00;"Brandy Lattimer";"US";1,00;1/10/1980 00:00:00;31/12/9999 00:00:00;15010103,00
120276,00;"Nicholas Plybon";"US";1,00;1/1/1970 00:00:00;31/5/1999 00:00:00;15010103,00
120277,00;"Wesley Shirts";"US";1,00;1/5/2000 00:00:00;31/5/2001 00:00:00;15010104,00
120278,00;"Binit Jongleux";"US";1,00;1/8/2002 00:00:00;31/12/9999 00:00:00;15010104,00
120279,00;"Kareema Dunlap";"US";1,00;1/5/1992 00:00:00;31/12/9999 00:00:00;15010201,00
120280,00;"Jaime Laurer";"US";1,00;1/5/1984 00:00:00;30/6/1998 00:00:00;15010201,00
120281,00;"Birthe Kirstine Wiuff";"DK";1,00;1/1/1977 00:00:00;31/12/9999 00:00:00;16010101,00
120282,00;"Vagn Kristian Thiberg";"DK";1,00;1/4/2002 00:00:00;31/12/9999 00:00:00;16010101,00
120283,00;"Kurt Ivan Toxwenius";"DK";1,00;1/11/2000 00:00:00;31/12/9999 00:00:00;16010102,00
120284,00;"Knud Aage Bøttger";"DK";1,00;1/11/1982 00:00:00;31/12/9999 00:00:00;16010201,00
120285,00;"Lars Peter Clausen";"DK";1,00;1/10/1990 00:00:00;31/12/9999 00:00:00;16010201,00
120286,00;"Jørgen Bak Galdyn";"DK";1,00;1/9/1993 00:00:00;31/12/9999 00:00:00;16010301,00
120287,00;"Steffen Louis Grenander";"DK";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;16010301,00
120288,00;"Jan Lennart Pilgård";"DK";1,00;1/2/1972 00:00:00;31/12/9999 00:00:00;16010401,00
120289,00;"Eva Charlotte Lindsted-Holm";"DK";1,00;1/3/1986 00:00:00;31/12/9999 00:00:00;16010401,00
120290,00;"Lisbeth Christina Dreisig";"DK";1,00;1/1/1985 00:00:00;31/12/9999 00:00:00;16020101,00
120291,00;"Brita Fisker Gloggengiehser";"DK";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;16020102,00
120292,00;"Fritz Thomas Helvig";"DK";1,00;1/4/1995 00:00:00;30/11/2001 00:00:00;16030111,00
120293,00;"Poul Ib Schlegel";"DK";1,00;1/1/2003 00:00:00;31/12/9999 00:00:00;16030111,00
120294,00;"Anne Kirstine Markussen";"DK";1,00;1/7/1976 00:00:00;31/12/9999 00:00:00;16030111,00
120295,00;"Inez Anna Ingves";"DK";1,00;1/4/1989 00:00:00;31/12/9999 00:00:00;16030104,00
120296,00;"Michael Svend Hersbo";"DK";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;16030104,00
120297,00;"Per Hjort Stensgaard";"DK";1,00;1/9/1983 00:00:00;31/12/9999 00:00:00;16030105,00
120298,00;"Lars Guldberg Berggreen";"DK";1,00;1/12/2002 00:00:00;31/12/9999 00:00:00;16030105,00
120299,00;"Leif Ove Perauer";"DK";1,00;1/1/1970 00:00:00;31/5/2002 00:00:00;16030102,00
120300,00;"Hanne Løvkvist Schumann";"DK";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;16030102,00
120301,00;"Rita Tidemann Jernfort";"DK";1,00;1/3/1979 00:00:00;31/12/9999 00:00:00;16030108,00
120302,00;"Jane Sehested Kirchhof";"DK";1,00;1/12/1979 00:00:00;31/12/9999 00:00:00;16030107,00
120303,00;"Henning Egon Plesner";"DK";1,00;1/2/1970 00:00:00;31/5/2002 00:00:00;16030107,00
120304,00;"Ilse Bryde";"DK";1,00;1/8/2002 00:00:00;31/12/9999 00:00:00;16030110,00
120305,00;"Mogens Georg Bothager";"DK";1,00;1/2/1975 00:00:00;31/12/9999 00:00:00;16030110,00
120306,00;"Connie Ilona Lurendreier";"DK";1,00;1/3/2002 00:00:00;31/12/9999 00:00:00;16030110,00
120307,00;"Ellinor Jytte Buusman";"DK";1,00;1/8/1982 00:00:00;31/12/9999 00:00:00;16030110,00
120308,00;"Birgit Melgaard Vikkelsø";"DK";1,00;1/9/1978 00:00:00;31/12/1999 00:00:00;16030110,00
120309,00;"Allan Moslund Brusch";"DK";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;16030110,00
120310,00;"Anita Dahl Ohlsen";"DK";1,00;1/1/1970 00:00:00;31/3/2002 00:00:00;16030109,00
120311,00;"Bo Sønderberg Skjørringe";"DK";1,00;1/8/2002 00:00:00;1/2/2003 00:00:00;16030109,00
120312,00;"Leif Wiid Petersen";"DK";1,00;1/4/2002 00:00:00;31/12/9999 00:00:00;16030109,00
120313,00;"Anders Ove Ingerslev";"DK";1,00;1/1/1970 00:00:00;31/12/2000 00:00:00;16030109,00
120314,00;"Dorthe Skjærris Hye-Knudsen";"DK";1,00;1/3/1975 00:00:00;31/10/2001 00:00:00;16030112,00
120315,00;"Lone Wibeke Wiuff";"DK";1,00;1/2/1972 00:00:00;31/12/9999 00:00:00;16030112,00
120316,00;"Merethe Pedersen Lykkeskov";"DK";1,00;1/8/1979 00:00:00;31/12/9999 00:00:00;16030112,00
120317,00;"Johnny Krøyer Jaedeke";"DK";1,00;1/5/2000 00:00:00;31/12/9999 00:00:00;16030112,00
120318,00;"Anders Hvarre";"DK";1,00;1/3/1987 00:00:00;31/12/9999 00:00:00;16030112,00
120319,00;"Jørgen Leif Støvring";"DK";1,00;1/1/1997 00:00:00;31/12/9999 00:00:00;16030101,00
120320,00;"Martha Kiilerich Damkier";"DK";1,00;1/3/1998 00:00:00;30/4/2000 00:00:00;16030101,00
120321,00;"Henning Leif Stefansen";"DK";1,00;1/5/2002 00:00:00;1/11/2002 00:00:00;16030101,00
120322,00;"Jim Keller Seide";"DK";1,00;1/11/1996 00:00:00;31/12/9999 00:00:00;16030101,00
120323,00;"Merete Møller Birkholm";"DK";1,00;1/7/2000 00:00:00;31/12/9999 00:00:00;16030106,00
120324,00;"Ketty Nielsen";"DK";1,00;1/11/2002 00:00:00;31/12/9999 00:00:00;16030106,00
120325,00;"Nadja Micheelsen";"DK";1,00;1/12/2002 00:00:00;31/5/2003 00:00:00;16030113,00
120326,00;"Hanne Møller Hardsner";"DK";1,00;1/12/2002 00:00:00;31/12/2002 00:00:00;16030113,00
120327,00;"Bjarne Rask Skou";"DK";1,00;1/12/2002 00:00:00;31/3/2003 00:00:00;16030113,00
120328,00;"Elin Hugger";"DK";1,00;1/4/1973 00:00:00;31/12/9999 00:00:00;16030103,00
120329,00;"Jesper Reinholt Jagd";"DK";1,00;1/7/1975 00:00:00;30/6/2001 00:00:00;16030103,00
120330,00;"Bjarne Gudomlund Buch-Larsen";"DK";1,00;1/7/1998 00:00:00;31/12/9999 00:00:00;16040101,00
120331,00;"Harald Schkliaroff";"DK";1,00;1/12/1991 00:00:00;31/12/9999 00:00:00;16040101,00
120332,00;"Dominique Claverie";"FR";1,00;1/12/1990 00:00:00;31/12/9999 00:00:00;17010101,00
120333,00;"Juan Alberto Duchemin";"FR";1,00;1/9/1992 00:00:00;31/12/9999 00:00:00;17010101,00
120334,00;"Veronique Cambien";"FR";1,00;1/1/1996 00:00:00;31/12/9999 00:00:00;17010101,00
120335,00;"Jean-Claude Willmann";"FR";1,00;1/4/1972 00:00:00;31/12/9999 00:00:00;17010102,00
120336,00;"Anne Poisson";"FR";1,00;1/5/1997 00:00:00;31/12/9999 00:00:00;17010201,00
120337,00;"Laurent Le Neve - Ricordel";"FR";1,00;1/5/1972 00:00:00;31/3/1999 00:00:00;17010201,00
120338,00;"Alain Rodrigues";"FR";1,00;1/10/2002 00:00:00;31/12/9999 00:00:00;17010201,00
120339,00;"Jean-Pierre Abdelhamid";"FR";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;17010301,00
120340,00;"Valerie Robain";"FR";1,00;1/12/2002 00:00:00;31/12/9999 00:00:00;17010301,00
120341,00;"Patrick Charlier";"FR";1,00;1/3/2002 00:00:00;31/12/9999 00:00:00;17010301,00
120342,00;"Alice Cousin";"FR";1,00;1/8/1981 00:00:00;31/1/1999 00:00:00;17010401,00
120343,00;"Michelle Cayet";"FR";1,00;1/1/1970 00:00:00;31/12/9999 00:00:00;17010401,00
120344,00;"Etienne Bourdas";"FR";1,00;1/10/1990 00:00:00;31/12/9999 00:00:00;17010401,00
120345,00;"Eliane Pastorelli";"FR";1,00;1/6/2002 00:00:00;31/12/9999 00:00:00;17020101,00
120346,00;"Jean-Michel Michon";"FR";1,00;1/3/1976 00:00:00;31/12/9999 00:00:00;17020101,00
120347,00;"Regine Balestan";"FR";1,00;1/7/2001 00:00:00;31/12/9999 00:00:00;17020102,00
